INSTNM,CITY,STATE,ZIP,ACCREDAGENCY,Modified_PEP_ROI,Original_PEP_ROI,PCTPELL,MSI_TYPE
Arizona State University - The Gila Valley,Thatcher,AZ,855525545,Higher Learning Commission,,,,Non-MSI
Arizona State University - Yuma,Yuma,AZ,853656900,Higher Learning Commission,,,,Non-MSI
Arizona State University - Pinal,Coolidge,AZ,851289030,Higher Learning Commission,,,,Non-MSI
Arizona State University - Cochise,Sierra Vista,AZ,856352947,Higher Learning Commission,,,,Non-MSI
Arizona State University - Yavapai,Prescott Valley,AZ,863142252,Higher Learning Commission,,,,Non-MSI
Arizona State University - Pima,Tucson,AZ,857090001,Higher Learning Commission,,,,Non-MSI
Arizona State University - Northeastern Arizona,Show Low,AZ,859016211,Higher Learning Commission,,,,Non-MSI
Arizona State University - Mesa City Center,Mesa,AZ,852017416,Higher Learning Commission,,,,Non-MSI
Mayo Clinic College of Medicine and Science - Arizona,Scottsdale,AZ,85259,Higher Learning Commission,,,,Non-MSI
Western Maricopa Education Center - Southwest Campus,Buckeye,AZ,85326-5705,Council on Occupational Education,,,,Non-MSI
Western Maricopa Education Center - Northeast Campus,Phoenix,AZ,85027-0000,Council on Occupational Education,,,,Non-MSI
Pima Medical Institute-Albuquerque,Albuquerque,NM,87110,Accrediting Bureau of Health Education Schools,-0.3786249426634728,-2.641136088302598,0.6185,Non-MSI
Olympian Academy of Cosmetology,LAS CRUCES,NM,88001-5330,National Accrediting Commission of Career Arts and Sciences,-0.09767533685405459,-10.23799898938858,0.6453,Non-MSI
Central New Mexico Community College,Albuquerque,NM,87106,Higher Learning Commission,0.4375,2.2857142857142856,0.2623,HSI
Navajo Technical University,Crownpoint,NM,87313-0849,Higher Learning Commission,-0.5855029585798817,-1.707933299646286,0.3323,TRIBAL
New Mexico State University-Dona Ana,Las Cruces,NM,88011,Higher Learning Commission,0.6590286425902864,1.517384731670446,0.3544,HSI
Clovis Community College,Clovis,NM,88101-8381,Higher Learning Commission,0.14932963476652797,6.696594427244582,0.2946,HSI
Eastern New Mexico University-Main Campus,Portales,NM,88130,Higher Learning Commission,0.1657321684704655,6.033831628638867,0.3104,HSI
Eastern New Mexico University-Roswell Campus,Roswell,NM,88203-6000,Higher Learning Commission,0.2243997175141243,4.45633359559402,0.2887,HSI
Institute of American Indian and Alaska Native Culture and Arts Development,Santa Fe,NM,87508-1300,Higher Learning Commission,-0.2356775024139041,-4.2430863776032774,0.2345,TRIBAL
New Mexico Highlands University,Las Vegas,NM,87701,Higher Learning Commission,0.22618914381645217,4.4210786739238,0.5013,HSI
New Mexico Junior College,Hobbs,NM,88240,Higher Learning Commission,0.36502384737678856,2.739547038327526,0.2663,Non-MSI
New Mexico Military Institute,Roswell,NM,88201-5173,Higher Learning Commission,0.7539565997715777,1.3263362908461374,0.2353,Non-MSI
University of New Mexico-Gallup Campus,Gallup,NM,87301,Higher Learning Commission,0.8037171350861287,1.2442188381274675,0.2545,NANTI
New Mexico Institute of Mining and Technology,Socorro,NM,87801,Higher Learning Commission,1.3225510016541078,0.7561145080600333,0.3248,HSI
University of New Mexico-Los Alamos Campus,Los Alamos,NM,87544,Higher Learning Commission,0.33822968332697445,2.9565707839819515,0.0837,HSI
University of New Mexico-Main Campus,Albuquerque,NM,87131,Higher Learning Commission,0.25560441144669505,3.9122955442752394,0.3638,HSI
New Mexico State University-Alamogordo,Alamogordo,NM,88310,Higher Learning Commission,0.4302439024390244,2.324263038548753,0.2463,HSI
Southeast New Mexico College,Carlsbad,NM,88220,Higher Learning Commission,0.442548921224285,2.259637188208617,0.1286,HSI
New Mexico State University-Grants,Grants,NM,87020-2025,Higher Learning Commission,0.41590694750078594,2.404383975812547,0.2225,HSI
New Mexico State University-Main Campus,Las Cruces,NM,88003-8001,Higher Learning Commission,0.3114773396115362,3.2105064247921393,0.4146,HSI
University of New Mexico-Valencia County Campus,Los Lunas,NM,87031-7633,Higher Learning Commission,0.4788656313301823,2.0882684715172024,0.1401,HSI
Northern New Mexico College,Espanola,NM,87532,Higher Learning Commission,0.009295627127520294,107.57746478873239,0.36,HSI
San Juan College,Farmington,NM,87402-4699,Higher Learning Commission,0.45023207839092316,2.221076746849943,0.3203,NANTI
Santa Fe Community College,Santa Fe,NM,87508-4887,Higher Learning Commission,0.15526563234602728,6.440575321725965,0.1454,HSI
University of the Southwest,Hobbs,NM,88240,Higher Learning Commission,0.14241720516962844,7.0216235377525695,0.5864,HSI
Southwestern College,Santa Fe,NM,87507-9196,Higher Learning Commission,,,,Non-MSI
Southwestern Indian Polytechnic Institute,Albuquerque,NM,87120-3101,Higher Learning Commission,-0.07397879149149778,-13.517387616624257,0.3529,TRIBAL
University of New Mexico-Taos Campus,Ranchos de Taos,NM,87557,Higher Learning Commission,0.3035958904109589,3.29385222786238,0.1386,HSI
Mesalands Community College,Tucumcari,NM,88401-3352,Higher Learning Commission,0.06337047353760446,15.78021978021978,0.0975,Non-MSI
Vogue College of Cosmetology-Santa Fe,Santa Fe,NM,87505,National Accrediting Commission of Career Arts and Sciences,-0.39265327695560254,-2.5467761475299504,0.5421,Non-MSI
Western New Mexico University,Silver City,NM,88061,Higher Learning Commission,0.13447086906551145,7.43655489809336,0.4006,HSI
St. John's College,Santa Fe,NM,87505-4599,Higher Learning Commission,0.10667981446988788,9.373844573776104,0.2962,Non-MSI
Luna Community College,Las Vegas,NM,87701,Higher Learning Commission,0.11126168857568776,8.987819732034104,0.2911,HSI
Southwest Acupuncture College-Santa Fe,Santa Fe,NM,87505,,,,,Non-MSI
Eastern New Mexico University Ruidoso Branch Community College,Ruidoso,NM,88345,Higher Learning Commission,0.40855030536804887,2.4476789929189615,0.1561,NANTI
Carrington College-Albuquerque,Albuquerque,NM,87107-1642,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,-0.015747045864209892,-63.5039745627981,0.5705,Non-MSI
Brookline College-Albuquerque,Albuquerque,NM,87105,Accrediting Bureau of Health Education Schools,-0.036517263147671536,-27.3843085106383,0.5396,Non-MSI
Paul Mitchell the School-Albuquerque,Albuquerque,NM,87110,National Accrediting Commission of Career Arts and Sciences,-0.5558548447437336,-1.7990308251447034,0.4978,Non-MSI
Aveda Institute-New Mexico,Albuquerque,NM,87104-1160,National Accrediting Commission of Career Arts and Sciences,-0.3585597760509677,-2.788935253735361,0.5586,Non-MSI
Burrell College of Osteopathic Medicine,Las Cruces,NM,88001,American Osteopathic Association,,,,Non-MSI
Glitz School of Cosmetology,Las Cruces,NM,88011,National Accrediting Commission of Career Arts and Sciences,-1.0021583704303252,-0.9978462780993403,0.327,Non-MSI
Avenue Academy A Cosmetology Institute,Albuquerque,NM,87112-3449,National Accrediting Commission of Career Arts and Sciences,-0.5059592726282095,-1.976443666711536,0.5583,Non-MSI
Urban Academy of Beauty,Rio Rancho,NM,87124-2575,National Accrediting Commission of Career Arts and Sciences,-0.33276595744680854,-3.0051150895140664,0.4483,Non-MSI
A Better U Beauty Barber Academy,Albuquerque,NM,87110,Council on Occupational Education,-0.36028128031037826,-2.77560909947503,0.4819,Non-MSI
University of Arkansas at Little Rock,Little Rock,AR,72204,Higher Learning Commission,0.12078870205254025,8.278919990091651,0.3971,Non-MSI
University of Arkansas for Medical Sciences,Little Rock,AR,72205-7199,Higher Learning Commission,,,0.3017,Non-MSI
Arkansas Baptist College,Little Rock,AR,72202-6068,Higher Learning Commission,-0.1813438825822727,-5.514385077458109,0.6329,HBCU
Arkansas Beauty School-Little Rock,Little Rock,AR,72209,National Accrediting Commission of Career Arts and Sciences,-0.15824171195079825,-6.319446293091975,0.6077,Non-MSI
Arkansas Beauty College,Russellville,AR,72801,Accrediting Commission of Career Schools and Colleges,-0.7215079437964919,-1.3859861261375932,0.5758,Non-MSI
Lyon College,Batesville,AR,72501,Higher Learning Commission,0.1327681372354366,7.531927620756693,0.3683,Non-MSI
Arkansas Technical School,North Little Rock,AR,72114,Accrediting Commission of Career Schools and Colleges,-0.13117003757969853,-7.623692258168356,0.9583,Non-MSI
Arthur's Beauty College,Fort Smith,AR,72901-3342,,-0.19695556591832655,-5.077287332995096,0.75,Non-MSI
University of Arkansas,Fayetteville,AR,72701,Higher Learning Commission,0.33137071651090344,3.0177681677164614,0.1822,Non-MSI
University of Arkansas at Pine Bluff,Pine Bluff,AR,71601,Higher Learning Commission,-0.02149474341625898,-46.5230024213075,0.6618,HBCU
Arkansas State University-Beebe,Beebe,AR,72012-1000,Higher Learning Commission,0.036604748187146124,27.318860244233377,0.3303,Non-MSI
Arkansas State University,Jonesboro,AR,72401,Higher Learning Commission,0.10909167580332294,9.166602241979126,0.3602,Non-MSI
Arkansas Tech University,Russellville,AR,72801-2222,Higher Learning Commission,0.13029422448238284,7.674937273487595,0.3447,Non-MSI
University of Arkansas at Monticello,Monticello,AR,71656,Higher Learning Commission,0.08614984637201607,11.607681755829903,0.4982,Non-MSI
Arthur's Beauty College,Jacksonville,AR,72076,National Accrediting Commission of Career Arts and Sciences,-0.27785898538263115,-3.5989478570323374,0.6852,Non-MSI
Baptist Health College Little Rock,Little Rock,AR,72210-2827,Accrediting Bureau of Health Education Schools,,,0.3859,Non-MSI
Black River Technical College,Pocahontas,AR,72455,Higher Learning Commission,-0.08815949060036386,-11.343078245915734,0.4833,Non-MSI
University of Central Arkansas,Conway,AR,72035-0001,Higher Learning Commission,0.1742400402794386,5.739208957919451,0.3633,Non-MSI
Central Baptist College,Conway,AR,72034,Higher Learning Commission,0.15348504137492044,6.515292897874546,0.4325,Non-MSI
Cossatot Community College of the University of Arkansas,De Queen,AR,71832,Higher Learning Commission,-0.20281790196542743,-4.9305312317571515,0.3525,HSI
Crowley's Ridge College,Paragould,AR,72450,Higher Learning Commission,-0.029795705241172248,-33.561883899233294,0.4975,Non-MSI
East Arkansas Community College,Forrest City,AR,72335-2204,Higher Learning Commission,-0.13771135984758276,-7.261565067012538,0.3949,Non-MSI
Paul Mitchell the School-Little Rock,North Little Rock,AR,72117,National Accrediting Commission of Career Arts and Sciences,-0.3785900154202005,-2.6413797492522115,0.6667,Non-MSI
National Park College,Hot Springs,AR,71913,Higher Learning Commission,-0.1035491905354919,-9.657245941070355,0.6399,Non-MSI
University of Arkansas Community College-Batesville,Batesville,AR,72503-3350,Higher Learning Commission,-0.034864998761456524,-28.68206039076377,0.417,Non-MSI
Harding University,Searcy,AR,72149-5615,Higher Learning Commission,0.19961548320943348,5.009631437010402,0.1971,Non-MSI
Henderson State University,Arkadelphia,AR,71999-0001,Higher Learning Commission,0.1215001353912808,8.230443503454424,0.4479,Non-MSI
Hendrix College,Conway,AR,72032-3080,Higher Learning Commission,0.1434811237928007,6.96955790117791,0.2525,Non-MSI
Hot Springs Beauty College,Hot Springs,AR,71901,National Accrediting Commission of Career Arts and Sciences,-0.6087007050437747,-1.6428435053777126,0.6,Non-MSI
Jefferson Regional School of Nursing,Pine Bluff,AR,71603,Accrediting Bureau of Health Education Schools,,,0.47,Non-MSI
John Brown University,Siloam Springs,AR,72761,Higher Learning Commission,0.2937414232503431,3.4043547176107447,0.2334,Non-MSI
Career Academy of Hair Design,Springdale,AR,72764-7128,National Accrediting Commission of Career Arts and Sciences,-0.15174901109128985,-6.589828775875287,0.6704,Non-MSI
Academy of Salon and Spa,Fort Smith,AR,72901,National Accrediting Commission of Career Arts and Sciences,-0.5226864480074512,-1.9131928976007129,0.6022,Non-MSI
Arkansas State University Mid-South,West Memphis,AR,72301-3829,Higher Learning Commission,-0.13932783018867925,-7.1773169699534485,0.3426,PBI
Arkansas Northeastern College,Blytheville,AR,72316-1109,Higher Learning Commission,-0.03782934493594392,-26.43450479233227,0.2656,Non-MSI
New Tyler Barber College Inc,North Little Rock,AR,72114-4973,Accrediting Commission of Career Schools and Colleges,-0.19419912319715357,-5.149353836087028,0.7556,Non-MSI
North Arkansas College,Harrison,AR,72601-5508,Higher Learning Commission,-0.08407668752496339,-11.89390340459224,0.3666,Non-MSI
Northwest Technical Institute,Springdale,AR,72764,Council on Occupational Education,0.043453633273992556,23.013035381750466,0.7419,Non-MSI
Ouachita Baptist University,Arkadelphia,AR,71998-0001,Higher Learning Commission,0.15782292298362643,6.336215177713737,0.2279,Non-MSI
Arkansas State University Three Rivers,Malvern,AR,72104-0816,Higher Learning Commission,-0.0342443729903537,-29.2018779342723,0.1572,Non-MSI
Ozarka College,Melbourne,AR,72556-0010,Higher Learning Commission,-0.16413343861034346,-6.092603728202045,0.4699,Non-MSI
University of the Ozarks,Clarksville,AR,72830,Higher Learning Commission,0.11978227476123689,8.34848062447728,0.3571,Non-MSI
University of Arkansas Community College-Morrilton,Morrilton,AR,72110,Higher Learning Commission,0.005901505901505902,169.44827586206895,0.4132,Non-MSI
Philander Smith University,Little Rock,AR,72202-3799,Higher Learning Commission,-0.05848500311844418,-17.09840038778478,0.7141,HBCU
Phillips Community College of the University of Arkansas,Helena,AR,72342-0785,Higher Learning Commission,-0.2924127126230976,-3.41982395713739,0.3491,Non-MSI
Southeast Arkansas College,Pine Bluff,AR,71603,Higher Learning Commission,-0.07220548862115127,-13.84936268829664,0.5848,PBI
University of Aesthetics & Cosmetology,El Dorado,AR,71730-4009,Middle States Commission on Secondary Education,-0.6707504482199266,-1.4908674346082862,0.76,Non-MSI
University of Arkansas-Pulaski Technical College,North Little Rock,AR,72118-3347,Higher Learning Commission,-0.013886763580719204,-72.01101928374656,0.5421,Non-MSI
University of Arkansas Hope-Texarkana,Hope,AR,71801,Higher Learning Commission,-0.10426505312868949,-9.59094125973107,0.4198,Non-MSI
University of Arkansas Community College Rich Mountain,Mena,AR,71953,Higher Learning Commission,-0.4108344549125168,-2.434070434070434,0.4331,Non-MSI
Paul Mitchell the School-Arkansas,Fayetteville,AR,72703,National Accrediting Commission of Career Arts and Sciences,-0.6611545905916014,-1.512505568637434,0.4541,Non-MSI
Searcy Beauty College,Searcy,AR,72143,National Accrediting Commission of Career Arts and Sciences,-0.2972171151596189,-3.36454379305497,0.5738,Non-MSI
Shorter College,N Little Rock,AR,72114,Transnational Association of Christian Colleges and Schools,-0.57708976054062,-1.732832686310698,0.8,HBCU
Williams Baptist University,Walnut Ridge,AR,72476,Higher Learning Commission,0.11569594343133606,8.643345396059509,0.4238,Non-MSI
South Arkansas College,El Dorado,AR,71731-7010,Higher Learning Commission,0.05655184659090909,17.6828885400314,0.4284,Non-MSI
Southern Arkansas University Main Campus,Magnolia,AR,71753,Higher Learning Commission,0.11611577850003066,8.612094005809348,0.4263,Non-MSI
Southern Arkansas University Tech,Camden,AR,71701-1906,Higher Learning Commission,-0.013834476003917727,-72.28318584070797,0.4096,Non-MSI
Velvatex College of Beauty Culture,Little Rock,AR,72202-5452,National Accrediting Commission of Career Arts and Sciences,-1.0329345253747042,-0.9681155730923439,0.8571,Non-MSI
University of Arkansas-Fort Smith,Fort Smith,AR,72913-3649,Higher Learning Commission,0.08321691347676259,12.016787912702855,0.4016,Non-MSI
